Legends:
 - P: time periods since still exists and alive the address # 0: 0-1h, 1: 1h-3h, 2: 3h-12h, 3: 12h-24h, 4: 1d-3d, 5: 3d-1w, 6: 1w-1m,  7: 1-3m, 8:>3m
 - CurV: Current Balance of the address (now)
 - MaxV: Max blance in the last 3 months
 - CHG%: diff between current and max(3m) balance
 - 1h%: balance change in the last hour
 - 3h%: balance change in last three hours
 [...] 
 - 3m%: balance change in last three months
--------------------------------------------------------------------------------------------------------------------
                           address P    CurV    MaxV    CHG%     1h%     3h%    12h%     1d%     1w%     1m%     3m%  
3JQb6W3ikduui4NZNhhnXSQuRAKWJqnJQy 8    0.00   5.04K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1Ec57AAbJzi7DQhMktjsDTaUqxcrt2ThLW 8    0.00   2.55K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1LyaCdVKS1NHam9LbmhxkmV6A3BLELWmSe 8   2.53K   2.53K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3JN4jCdm2Ru9nWK514fUDNuuTteRq3DbyH 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
19dCNEndraqP6SbyGCe4qqB2yvKxbKsoka 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
32h4HvPFEyaseNXAoRRRbMm9JXw1HFFyDV 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
384eRssXjb3ZEjcH4r2MSk1netbnL3WJaT 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3NZGkNj3TLXjTnqgmBL4HbDxSR97YNSepa 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
33fvfGBnPYUyiaktaBjjiAWBjyGqqWwvoV 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1FgDgWjeCMxrfiiaYnPdvnQG9DcYe6yX1r 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3NEjx542izUELUStZqREb6WTuDQeWhp8Cm 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1EbNPUmu1iH4PccEKXQFQUPSAgyoAG5Yzc 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
38Pr7bYg1VoXrkfEgqTCxkjkj53FfD9WQB 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
16iwUyWgk8wGPRcJGpN3rFz1pjvx8KWxwo 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3F7EzRfZcMpNS6ibi3er2YSdkbn3XH4hPB 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1JZc3XtXoSKupiSfHqKRj8WejK51LDB1SQ 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3BTguMcNg2V67tgz8N1knnCVfNoBKXi5g1 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1EMGrTa86ndzCzj9RcizMhTYRMMC7MvevJ 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3E9y1Gy8Mvxk4K8TmqtDdcWS8F5oyiKzac 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
17BKJceAKpychy2uwHEYmCPYndxPdh4TbF 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
321YJobxqPEWygkwSBYgzeLWpKYDosoH61 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1FK55SAgfPFoogcwjY2apa44swMP2m3dsr 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3QcbyVqWP7fews74fYMcnKM2XhKiPQsDKg 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1BMYw8BnTWwARjQ3c8So3xxJW2fVhu3mDj 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
342UvtuhfSosqXXSTFQ1YKe6invaUwDAmu 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18TXJggr4sWjwSxWBG3xEHE2zpVrkNt7us 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3Aq6HbPKpBHKRNr8JAfur4zzXBDebQv93F 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FekUWTJ4S4UTYuj41yaJCuntvh2cszhsk 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
35ite4RRFBV7qsb1B5Qzhjej8uVdmDn6U6 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1LGHfdXMoAh3rAqfZ5tRruVxWz4drjLGHQ 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3Lex1sZCaB8gzxgaZGNTGQ2xY5eFK1Ja9x 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
152V6QHmJooQh1Rkoo5ZWTibZ7HQkL9kPf 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3HssDGaso831DqePXaV8P6zLPQNqJGhPA5 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1PhupsUNukVEK7LrgAYjqWqwWH1FqpqJAY 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3LcxLbrSuTdR7Zr4pG2zDmdXh745PSYVhA 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
34tFn9XK9SjL4BTXYfipXTLWufDzQdSvdx 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3Ct6PdwGYjGiYU7QezpHPGkussf7MsxGNM 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3BMCkyjqJYv5BYpgAYdc2FoRwHAJST3VB3 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1MrAB7j91n7eMGNWKh2c1yDpZVzn6VYpYw 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1DHrsjs49xqF7ZUd3BDA7iUxV8n117So8L 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1LchHN6aDWg8Byjkb6mWMkH9Je4N3B8ohk 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1GiG8gpGyjZriF5SNpyiHh7cnLGPi3JLu7 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14m2dpHDoLFb9dTiKR8XPbUZfgWDn486pB 8    0.00   2.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3Fgb31A5qfySzfui5jCEciFaVe1D8b9VK8 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1AvkuuYvX244fvizjn1m1jHozwcm1hJDbd 8   1.29K   2.49K  -48.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Hrup3rEUJx8f2vm1pbJ8VNABetW9y8aRc 8    0.00   2.48K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1PVUjTGn2zdf9vo2j5gD3G5fw3VFUpKYcV 8   2.47K   2.47K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1PSw6ZhdHchjFiGMUGZvNGApNGgLvJP6Ko 8    0.00   2.40K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
17cBpiMGP1Ze9rreyhNCRKPcM2YHNSMEhT 8    0.00   2.40K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3R2QrxYPqg2Z92CX4spnKZ6vDH8i7GFNox 8    0.00   2.40K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1JiDq5DLvfu5WAG8Gscn6h8SmtqW8DHPBr 8   2.40K   2.40K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
31wALvJg1VcAQcqWDp5uAS7j1kf2rj6AT1 8   5.00K   5.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
38G8wTwbZJDXeYXiAqUixNXzbgxKCXZAZh 8   4.49K   5.00K  -10.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
141F6Vvr5jpofst4ogUeTxXBudTEpDDfuw 8    0.00   5.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3M4SuRkmxVGa4U8nDTrKMTPUZqwJYoz9Rw 8   4.01K   5.92K  -32.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16fFhVhbubTHFnh4BBpT1RoyY17pyvtbWo 8    0.00   2.36K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1KY7RWTmZb8wazBKUBz9nweK5U9ckkaVqb 8   4.97K   4.97K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
--------------------------------------------------------------------------------------------------------------------
Reviewed (potential whales) addresses: count: 564  current balance: 3849.74K BTC,  max balance (in last 3months): 5665.08K BTC 
--------------------------------------------------------------------------------------------------------------------
Num of real whales (exists more than 3 months): 564
 - Percent change : now-1h:   0.00% (change:    0.00 BTC, total: 3849.74K BTC) 
 - Percent change :  1h-3h:   0.00% (change:    0.00 BTC, total: 3849.74K BTC) 
 - Percent change : 3h-12h:   0.00% (change:    0.00 BTC, total: 3849.74K BTC) 
 - Percent change : 12h-1d:   0.00% (change:    0.00 BTC, total: 3849.74K BTC) 
 - Percent change :  1d-1w:   0.00% (change:    0.00 BTC, total: 3849.74K BTC) 
 - Percent change :  1w-1m:   0.00% (change:    0.00 BTC, total: 3849.74K BTC) 
 - Percent change :  1m-3m:   0.00% (change:    0.00 BTC, total: 3849.74K BTC) 
 - Num of Wiped out whales addresses: 114  Max amount of bitcoins on these addresses:  981276.6749842394
 - Invalidated addrs (possible tumbling or btc mixer services):  0
